open,1,cafe,12:00 - 6pm,shop,1 - 6pm,none,none,none,none,none,none,
open,2,cafe,12:00 - 6pm,shop,1 - 6pm,none,none,none,none,none,none,
open,3,cafe,12:00 - 6pm,shop,1 - 6pm,none,none,none,event,7:30pm -,聞け！電子音楽の夜明けを！,自由料金制,
open,4,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,Best Friends from France 2019,none,none,none,
open,5,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,6pm -,夜のお花見,
open,6,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,7,none,none,none,none,none,none,none,event,,遠足,members only,none
open,8,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,8pm -,20 min: continuously by Le makeup,自由料金制
open,9,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,10,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,11,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,8pm -,Discussion,Members Only
open,12,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,8pm -,れんれんに聞きたい50のこと,
open,13,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
close,14,
open,15,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,16,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,"Signed Curtain",event,,,"by Jean-Philippe Bretin, Vanessa Dziuba"
open,17,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,18,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,8pm -,Discussion,Members Only
open,19,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,8pm -,れんれんに聞きたい50のこと,
open,20,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
close,21,
open,22,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,7pm -,書道と陶芸,
open,23,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,24,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,25,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,8pm -,Discussion,Members Only
open,26,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,7pm -,#26APR19FRI,¥2000-
open,27,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,"フランスのカード",event,,,"by Sammy Stein, Séverine Bascouert"
open,28,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open holiday,29,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,30,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,Last Day,event,6pm -,closeing party,
