none,
none,
none,
none,
open,1,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,NS5,event,8pm -,雪遊びについて考える,
open,2,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,,凧揚げをしよう,
close,3,
open,4,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,7pm -,質問を考える,
open,5,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,6,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,7pm -,夜の散歩,
open,7,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,8,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,Last Day,event,6pm -,英語だけで会話しながらトランプで遊ぶ,
close,9,
close,10,
open,11,cafe,12:00 - 6pm,shop,1 - 6pm,none,none,none,event,7pm -,かおちょに聞きたい50のこと,,none
open,12,cafe,12:00 - 6pm,shop,1 - 6pm,none,none,none,none,none,none,
open,13,cafe,12:00 - 6pm,shop,1 - 6pm,none,none,none,event,8pm -,靴下ハギレの会,,none
open,14,cafe,12:00 - 6pm,shop,1 - 6pm,none,none,none,event,8pm -,Discussion,Members Only
open,15,cafe,12:00 - 6pm,shop,1 - 6pm,none,none,none,none,none,none,
open,16,none,none,none,none,none,none,none,event,7pm -,春の嵐の夜のBOWIEまつり,¥1000-
open,17,none,none,none,none,show,1 - 6pm,なかよしフェアー,event,,,"by Josefina Valdés, Le makeup, Dove, Haruka, Kaho, sarakona_at_last"
open,18,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,19,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,6pm -,翻訳の会,
open,20,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,9pm -,夜の遠足,
open holiday,21,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,9pm -,夜の遠足,
open,22,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,7pm -,使ってないもの使ってみる,
open,23,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
close,24,
open,25,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,なかよしフェアー,none,none,none,
open,26,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,27,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,28,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,none,none,none,
open,29,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,→,event,7pm -,るに聞きたい50のこと,
open,30,cafe,12:00 - 6pm,shop,1 - 6pm,show,1 - 6pm,Last Day,event,8pm -,closing karaoke party,
open,31,none,none,none,none,none,none,none,event,3pm -,アンビエントお茶会 #01,
